FixtureKey,Team,2PM,2PA,3PM,3PA,FTM,FTA,ORB,DRB,AST,STL,BLK,TOV,PF
LASALL v QUENNC 15-Nov-2022,2,15,29,5,20,15,18,12,27,10,4,7,24,20
QUENNC v N ALA 14-Jan-2023,2,23,45,7,20,11,16,8,20,10,7,4,9,16
QUENNC v N ALA 14-Jan-2023,1,24,37,15,27,14,18,7,28,21,7,3,8,16
HIGHPT v QUENNC 09-Dec-2022,1,20,37,7,26,18,30,10,31,13,8,6,10,24
HIGHPT v QUENNC 09-Dec-2022,2,21,43,7,20,24,35,12,35,14,5,3,10,24
QUENNC v E KY 09-Feb-2023,2,30,52,4,17,12,17,14,26,18,5,4,14,21
QUENNC v E KY 09-Feb-2023,1,22,42,4,20,24,26,11,22,13,9,2,13,17
QUINN v SIENA 30-Dec-2022,1,23,45,6,17,12,18,10,23,11,4,4,11,17
QUINN v SIENA 30-Dec-2022,2,24,42,7,21,14,20,6,23,12,7,6,7,15
ST PTR v QUINN 04-Feb-2022,2,12,34,10,25,20,26,12,21,15,6,3,14,22
ST PTR v QUINN 04-Feb-2022,1,18,37,9,15,20,26,7,29,20,5,15,15,19
QUINN v RIDER 19-Feb-2023,1,14,36,11,22,29,41,4,29,15,6,3,12,16
QUINN v RIDER 19-Feb-2023,2,28,58,7,22,11,17,14,31,18,5,2,13,28
STONEH v QUINN 10-Nov-2022,2,18,36,15,29,21,28,16,23,20,7,0,12,15
STONEH v QUINN 10-Nov-2022,1,21,35,12,29,17,19,9,21,13,5,3,11,19
QUINN v SIENA 24-Feb-2022,1,17,36,10,25,7,12,11,21,14,4,1,8,16
QUINN v SIENA 24-Feb-2022,2,20,37,8,17,14,17,7,26,10,5,3,7,12
UNH v QUINN 23-Nov-2021,2,16,33,8,30,13,17,10,23,10,4,0,7,24
UNH v QUINN 23-Nov-2021,1,24,37,6,21,18,25,9,31,11,2,2,6,13
QUINN v MONMTH 06-Feb-2022,2,18,37,8,28,16,23,16,23,10,9,2,10,16
QUINN v MONMTH 06-Feb-2022,1,15,27,7,23,12,21,9,27,13,7,3,17,23
QUINN v SFA 25-Nov-2022,1,15,28,5,17,13,19,11,32,11,6,1,26,17
QUINN v SFA 25-Nov-2022,2,16,43,1,10,9,13,6,19,8,8,3,20,19
C CONN v QUINN 13-Nov-2022,1,15,36,8,27,16,21,11,28,11,9,6,8,17
C CONN v QUINN 13-Nov-2022,2,17,32,9,25,11,26,9,30,17,7,0,12,21
ST PTR v QUINN 11-Mar-2022,2,13,35,4,16,14,19,8,29,12,5,4,15,19
ST PTR v QUINN 11-Mar-2022,1,16,38,7,17,11,16,7,28,9,12,6,10,14
SIENA v QUINN 30-Jan-2022,2,16,43,8,19,20,25,9,24,11,5,2,10,23
SIENA v QUINN 30-Jan-2022,1,20,40,8,14,21,26,3,29,14,6,9,9,15
QUINN v FAIR 16-Jan-2022,2,16,38,9,25,7,12,13,22,10,6,2,10,15
QUINN v FAIR 16-Jan-2022,1,23,42,5,13,11,14,8,28,14,4,1,13,14
CANISI v QUINN 11-Jan-2022,1,21,36,8,24,13,16,9,31,15,4,5,13,17
CANISI v QUINN 11-Jan-2022,2,22,44,3,23,14,15,11,24,16,6,5,10,18
MANHAT v QUINN 05-Dec-2021,1,22,43,6,18,11,17,11,21,10,7,5,18,17
MANHAT v QUINN 05-Dec-2021,2,25,38,7,20,19,22,7,24,13,11,4,13,21
QUINN v ST PTR 13-Jan-2023,1,14,26,4,21,18,26,11,20,12,4,6,14,12
QUINN v ST PTR 13-Jan-2023,2,17,35,4,18,5,9,9,19,7,9,2,16,24
URI v QUINN 07-Nov-2022,2,20,42,6,20,9,25,16,28,8,11,5,15,22
URI v QUINN 07-Nov-2022,1,20,43,2,17,16,29,19,28,12,10,5,19,21
CAMPBL v RADFRD 15-Jan-2022,1,21,31,7,20,7,8,6,20,20,2,3,8,8
CAMPBL v RADFRD 15-Jan-2022,2,18,37,5,18,7,10,12,17,8,6,0,8,15
RADFRD v WINTHR 04-Feb-2023,1,17,29,9,29,8,11,8,21,16,9,2,10,20
RADFRD v WINTHR 04-Feb-2023,2,14,28,8,22,14,21,8,27,10,5,1,13,14
WINTHR v RADFRD 11-Jan-2023,2,19,36,7,16,7,10,9,25,12,9,4,12,20
WINTHR v RADFRD 11-Jan-2023,1,10,20,7,26,11,19,10,18,10,3,1,13,14
VMI v RADFRD 10-Dec-2022,2,20,37,10,23,4,8,6,19,17,8,7,12,16
VMI v RADFRD 10-Dec-2022,1,16,27,11,20,12,17,4,26,13,6,2,16,8
UVA v RADFRD 12-Nov-2021,2,14,33,6,20,6,7,11,19,8,7,3,15,21
UVA v RADFRD 12-Nov-2021,1,11,28,9,19,24,29,10,22,14,9,7,10,13
RADFRD v UNC A 22-Jan-2022,1,23,44,5,23,13,20,12,21,12,4,1,10,26
RADFRD v UNC A 22-Jan-2022,2,13,26,8,18,28,32,3,30,9,3,4,16,22
RADFRD v NC A&T 08-Jan-2022,2,20,33,5,11,18,21,6,21,7,6,3,15,20
RADFRD v NC A&T 08-Jan-2022,1,12,25,10,26,18,26,13,15,15,8,0,12,18
E KY v RADFRD 17-Dec-2022,1,16,44,7,18,14,23,18,21,12,9,3,14,14
E KY v RADFRD 17-Dec-2022,2,20,48,6,21,7,11,21,26,15,9,6,17,20
ELON v RADFRD 27-Nov-2022,1,12,32,7,28,8,11,12,22,9,6,2,8,12
ELON v RADFRD 27-Nov-2022,2,19,40,7,19,10,12,12,31,11,3,2,10,14
RADFRD v HAMPTN 19-Jan-2022,2,19,48,2,11,7,7,12,30,4,4,7,16,17
RADFRD v HAMPTN 19-Jan-2022,1,14,37,6,27,8,15,19,26,8,5,4,12,11
PRESBY v RADFRD 01-Feb-2023,1,21,34,2,16,11,18,10,19,6,5,4,13,20
PRESBY v RADFRD 01-Feb-2023,2,20,32,5,13,12,18,5,21,12,5,2,12,14
SC UPS v RADFRD 06-Jan-2022,2,20,36,7,17,21,27,8,24,10,6,2,13,23
SC UPS v RADFRD 06-Jan-2022,1,11,23,12,29,19,27,8,20,10,11,2,13,21
HIGHPT v RADFRD 26-Jan-2022,1,15,26,7,21,12,17,8,23,12,2,5,10,18
HIGHPT v RADFRD 26-Jan-2022,2,16,28,4,17,14,21,8,20,10,5,1,10,16
ARMY v RADFRD 20-Nov-2022,1,20,31,7,19,14,17,4,23,10,3,1,17,18
ARMY v RADFRD 20-Nov-2022,2,20,36,11,20,17,22,4,20,18,11,1,8,20
RADFRD v HIGHPT 19-Feb-2022,2,24,34,5,16,1,3,5,28,12,5,4,16,14
RADFRD v HIGHPT 19-Feb-2022,1,20,41,6,21,8,9,9,18,10,4,0,6,7
RADFRD v WM&MRY 24-Nov-2021,1,16,30,9,22,8,11,8,19,17,11,5,16,16
RADFRD v WM&MRY 24-Nov-2021,2,16,30,4,13,10,13,6,21,10,4,2,21,14
NO TEX v RICE 01-Jan-2022,1,19,43,10,31,7,12,28,28,12,7,4,6,23
NO TEX v RICE 01-Jan-2022,2,11,30,3,14,12,25,9,21,7,4,2,10,17
RICE v OHIO 19-Mar-2022,2,21,42,4,22,11,15,12,20,9,10,3,8,8
RICE v OHIO 19-Mar-2022,1,24,44,4,17,4,5,13,28,13,4,5,14,15
TX ST v RICE 04-Dec-2022,2,16,31,12,21,15,20,4,25,17,4,2,13,12
TX ST v RICE 04-Dec-2022,1,24,46,4,14,11,14,9,23,6,8,2,12,21
RICE v SOUTHR 16-Nov-2021,1,23,38,8,19,11,14,7,32,18,6,5,21,17
RICE v SOUTHR 16-Nov-2021,2,19,44,5,16,10,15,5,21,14,12,2,15,17
RICE v OAK 23-Nov-2021,2,25,37,7,25,5,9,6,23,15,6,0,8,16
RICE v OAK 23-Nov-2021,1,16,32,10,31,11,15,11,23,14,4,0,11,13
RICE v MIDTEN 11-Jan-2023,2,20,34,8,22,7,13,9,24,7,10,11,11,16
RICE v MIDTEN 11-Jan-2023,1,24,46,4,13,8,13,12,22,13,6,4,14,15
UTSA v RICE 16-Jan-2023,2,23,40,9,28,15,26,13,31,22,4,4,12,16
UTSA v RICE 16-Jan-2023,1,21,43,11,31,6,9,9,28,11,3,2,11,23
RICE v W MICH 19-Nov-2022,1,21,35,12,27,18,25,8,16,19,8,1,6,12
RICE v W MICH 19-Nov-2022,2,25,38,9,22,11,14,12,26,14,3,3,16,19
RICE v W KY 18-Feb-2023,1,17,34,10,27,19,23,7,30,16,6,3,9,13
RICE v W KY 18-Feb-2023,2,19,37,10,29,9,10,7,29,15,3,6,10,20
RICE v UTSA 03-Feb-2022,1,26,39,7,14,18,25,3,28,20,7,1,11,11
RICE v UTSA 03-Feb-2022,2,26,50,7,16,5,8,8,21,18,7,4,13,17
FIU v RICE 11-Feb-2023,1,29,45,4,16,8,9,3,23,9,5,3,7,18
FIU v RICE 11-Feb-2023,2,16,29,14,32,11,18,11,26,12,4,2,10,13
RICE v UTEP 05-Feb-2022,1,17,36,9,22,9,10,9,26,19,5,1,13,12
RICE v UTEP 05-Feb-2022,2,16,40,11,21,7,9,10,23,16,8,5,11,13
FIU v RICE 19-Feb-2022,1,19,34,8,24,18,24,12,30,13,3,7,9,10
FIU v RICE 19-Feb-2022,2,17,35,13,30,5,7,6,22,16,4,3,6,17
S MISS v RICE 29-Jan-2022,2,17,21,10,30,12,16,2,32,16,3,0,9,11
S MISS v RICE 29-Jan-2022,1,16,34,8,26,6,9,5,25,15,3,1,7,15
RICE v UAB 28-Jan-2023,1,11,31,8,26,6,7,7,24,10,7,4,13,17
RICE v UAB 28-Jan-2023,2,19,44,6,14,14,19,12,32,15,12,3,11,15
RICE v UTEP 14-Jan-2023,1,19,28,10,23,15,19,5,24,12,7,1,19,15
RICE v UTEP 14-Jan-2023,2,31,52,4,18,8,13,14,18,16,13,1,12,19
NC ST v RICH 17-Dec-2021,1,16,39,7,22,21,34,15,22,8,5,3,7,19
NC ST v RICH 17-Dec-2021,2,24,40,7,19,14,18,6,27,19,5,3,10,21
RICH v ST LOU 21-Feb-2023,1,7,17,17,37,16,20,7,21,15,5,0,10,10
RICH v ST LOU 21-Feb-2023,2,24,40,8,20,6,7,7,26,22,6,1,12,18
RICH v N IOWA 11-Nov-2022,2,17,39,3,22,12,17,11,25,5,7,2,8,15
RICH v N IOWA 11-Nov-2022,1,16,26,8,27,12,15,6,32,10,4,4,11,12
C OF C v RICH 14-Nov-2022,1,22,37,10,35,18,24,14,27,17,11,7,13,23
C OF C v RICH 14-Nov-2022,2,17,37,11,26,23,27,8,30,13,7,3,15,19
RICH v STJOES 30-Dec-2021,1,14,39,6,33,10,12,10,26,10,9,3,5,15
RICH v STJOES 30-Dec-2021,2,23,38,8,22,13,19,7,44,12,2,3,15,11
GMU v RICH 09-Feb-2022,1,16,37,14,34,13,15,12,26,16,6,4,8,18
GMU v RICH 09-Feb-2022,2,18,37,12,26,12,17,9,29,16,4,3,14,17
UMASS v RICH 25-Jan-2023,2,11,27,11,30,21,25,8,24,15,5,0,8,20
UMASS v RICH 25-Jan-2023,1,14,35,11,23,24,28,10,29,18,3,4,7,20
DUQSNE v RICH 01-Feb-2022,1,20,40,4,21,5,7,13,19,12,6,3,10,13
DUQSNE v RICH 01-Feb-2022,2,13,28,13,24,9,14,9,25,19,8,4,12,10
RICH v DAYTON 01-Mar-2022,2,14,35,7,21,6,9,10,29,11,6,3,15,13
RICH v DAYTON 01-Mar-2022,1,16,40,4,16,9,12,6,23,8,8,6,10,12
WM&MRY v RICH 03-Dec-2022,2,12,28,9,24,6,7,6,21,14,5,7,11,10
WM&MRY v RICH 03-Dec-2022,1,14,30,9,21,3,4,6,24,13,6,1,14,12
G WASH v RICH 22-Feb-2022,1,18,40,8,23,11,13,7,22,14,5,3,4,12
G WASH v RICH 22-Feb-2022,2,20,30,10,24,14,17,3,31,15,3,1,9,15
RICH v FDU 13-Dec-2022,2,12,34,7,27,3,4,8,21,12,10,0,11,13
RICH v FDU 13-Dec-2022,1,16,24,13,31,6,7,5,34,19,5,4,14,6
RICH v BUCKNL 22-Dec-2021,2,15,36,6,19,2,2,5,23,12,7,3,16,7
RICH v BUCKNL 22-Dec-2021,1,25,36,9,28,4,6,8,29,22,14,3,8,6
TOLEDO v RICH 30-Nov-2022,2,10,31,11,27,14,20,8,22,13,7,3,13,20
TOLEDO v RICH 30-Nov-2022,1,22,41,9,22,19,23,10,33,19,11,4,9,18
RICH v VCU 20-Jan-2023,1,12,26,7,25,17,21,6,21,10,8,4,16,17
RICH v VCU 20-Jan-2023,2,18,33,8,22,14,17,9,28,13,10,4,18,19
RICH v TOLEDO 11-Dec-2021,1,9,30,13,32,15,23,9,27,17,8,1,7,11
RICH v TOLEDO 11-Dec-2021,2,18,38,10,21,3,7,6,35,15,4,2,14,17
VCU v RICH 11-Mar-2022,2,11,28,9,19,26,32,6,22,10,10,1,11,18
VCU v RICH 11-Mar-2022,1,17,29,8,22,6,9,6,22,11,6,7,16,25
RICH v LASALL 12-Feb-2022,2,15,31,8,23,9,13,5,23,11,5,3,13,23
RICH v LASALL 12-Feb-2022,1,19,37,7,18,18,22,8,29,17,5,2,9,9
WOFFRD v RICH 01-Dec-2021,2,20,27,8,18,9,13,2,24,14,4,0,12,12
WOFFRD v RICH 01-Dec-2021,1,20,38,6,19,6,9,7,16,10,8,1,10,15
RICH v BUCKNL 21-Dec-2022,2,14,28,11,23,10,18,8,25,13,3,3,15,13
RICH v BUCKNL 21-Dec-2022,1,16,34,14,26,7,9,5,19,17,6,1,6,14
RICH v LOYCHI 11-Feb-2023,2,17,26,10,26,7,11,4,21,15,7,2,15,21
RICH v LOYCHI 11-Feb-2023,1,20,29,6,19,16,19,4,23,14,9,1,16,13
GMU v RICH 31-Dec-2022,1,19,29,3,16,15,27,5,29,9,5,3,10,17
GMU v RICH 31-Dec-2022,2,16,34,6,21,8,16,10,25,8,6,0,10,21
STONEH v RIDER 07-Dec-2022,2,23,44,6,18,14,17,12,31,16,2,2,12,16
STONEH v RIDER 07-Dec-2022,1,10,21,13,33,8,14,4,24,13,7,3,11,15
RIDER v CANISI 30-Jan-2022,2,13,36,8,25,12,23,11,26,13,6,2,14,19
RIDER v CANISI 30-Jan-2022,1,21,38,6,14,10,17,3,35,14,7,2,16,19
RIDER v QUINN 06-Jan-2023,2,12,26,10,29,18,25,11,29,10,7,2,8,14
RIDER v QUINN 06-Jan-2023,1,21,44,4,12,9,13,4,26,10,6,3,9,19
RIDER v ST PTR 16-Jan-2022,1,18,43,2,11,9,11,12,24,10,10,3,19,17
RIDER v ST PTR 16-Jan-2022,2,18,37,4,17,10,15,12,21,11,13,4,15,17
RIDER v CANISI 17-Feb-2023,2,14,24,12,25,17,26,6,19,13,5,3,9,15
RIDER v CANISI 17-Feb-2023,1,24,37,6,17,12,15,5,24,10,4,0,9,23
C ARK v RIDER 19-Nov-2022,1,17,28,11,25,23,32,8,18,12,8,2,15,22
C ARK v RIDER 19-Nov-2022,2,24,42,5,18,22,25,13,21,12,6,1,19,26
RIDER v MARIST 22-Dec-2022,2,14,31,12,31,7,12,13,23,12,5,3,12,15
RIDER v MARIST 22-Dec-2022,1,23,45,6,14,13,17,9,23,9,5,2,9,11
SIENA v RIDER 04-Feb-2022,2,19,43,6,13,18,21,14,23,14,4,5,6,12
SIENA v RIDER 04-Feb-2022,1,12,31,8,18,12,18,10,17,8,1,6,9,16
FAIR v RIDER 29-Jan-2023,1,17,32,6,24,17,27,12,18,8,8,2,6,15
FAIR v RIDER 29-Jan-2023,2,25,47,5,17,13,14,17,24,11,5,2,12,17
RIDER v MARIST 05-Dec-2021,2,19,35,10,24,11,14,9,28,9,7,2,9,20
RIDER v MARIST 05-Dec-2021,1,16,40,8,18,11,13,6,23,14,6,4,10,19
MTSTMY v RIDER 03-Dec-2022,1,14,33,9,18,10,12,12,23,13,2,1,18,15
MTSTMY v RIDER 03-Dec-2022,2,16,43,6,15,18,23,16,18,7,8,1,10,18
RIDER v NIAGRA 20-Jan-2023,2,7,22,13,22,9,10,2,20,12,6,4,12,15
RIDER v NIAGRA 20-Jan-2023,1,19,35,3,12,18,24,8,22,15,6,0,8,13
RIDER v QUINN 14-Jan-2022,2,19,37,9,32,12,14,11,33,20,2,5,9,12
RIDER v QUINN 14-Jan-2022,1,17,46,8,22,12,13,9,31,17,6,2,11,16
UCF v ROBMOR 10-Nov-2021,2,16,38,4,23,15,16,17,27,11,4,4,16,14
UCF v ROBMOR 10-Nov-2021,1,22,40,6,24,7,10,10,24,11,9,8,9,15
ROBMOR v WRIGHT 13-Jan-2022,1,24,43,6,16,7,10,7,19,11,6,2,8,15
ROBMOR v WRIGHT 13-Jan-2022,2,21,37,6,16,15,17,7,23,14,2,3,11,10
ROBMOR v DET 27-Jan-2023,2,16,34,13,28,6,10,11,23,15,8,1,14,15
ROBMOR v DET 27-Jan-2023,1,17,26,13,31,12,13,5,24,24,8,4,14,12
DAYTON v ROBMOR 19-Nov-2022,1,17,33,7,24,5,10,12,28,18,8,5,12,9
DAYTON v ROBMOR 19-Nov-2022,2,13,36,7,22,4,5,11,26,14,6,4,14,16
IUPUI v ROBMOR 23-Feb-2023,1,22,42,5,12,22,28,12,30,9,4,2,15,23
IUPUI v ROBMOR 23-Feb-2023,2,21,43,4,20,21,29,13,19,12,10,4,7,21
DAVID v ROBMOR 27-Nov-2021,1,27,42,8,21,10,14,7,29,21,5,2,7,10
DAVID v ROBMOR 27-Nov-2021,2,20,38,7,18,9,14,3,23,15,3,2,10,16
N KY v ROBMOR 03-Dec-2022,1,15,34,6,18,12,18,13,23,10,2,2,14,17
N KY v ROBMOR 03-Dec-2022,2,15,30,6,13,8,16,4,21,14,10,4,16,18
UK v ROBMOR 12-Nov-2021,2,16,39,7,22,7,8,7,17,11,7,3,14,12
UK v ROBMOR 12-Nov-2021,1,28,47,12,23,8,12,14,29,24,8,10,10,8
ROBMOR v YSU 21-Feb-2023,1,26,38,8,16,7,9,4,21,14,6,7,13,17
ROBMOR v YSU 21-Feb-2023,2,19,35,4,12,14,20,6,18,10,6,0,16,14
YSU v ROBMOR 05-Jan-2023,2,24,42,1,10,5,7,6,23,17,1,3,15,15
YSU v ROBMOR 05-Jan-2023,1,17,33,9,20,17,22,6,23,15,12,4,5,15
ROBMOR v S ALA 27-Nov-2022,1,25,53,5,14,5,12,15,18,11,4,0,9,15
ROBMOR v S ALA 27-Nov-2022,2,28,43,5,13,13,16,6,25,9,5,7,8,9
DET v ROBMOR 14-Jan-2023,1,12,26,17,29,12,16,9,24,13,5,2,9,15
DET v ROBMOR 14-Jan-2023,2,16,35,9,21,16,19,10,20,10,5,3,9,18
WRIGHT v ROBMOR 26-Feb-2022,2,23,46,3,9,6,8,9,18,8,9,1,12,16
WRIGHT v ROBMOR 26-Feb-2022,1,20,37,6,14,13,19,10,21,14,8,5,15,12
ROBMOR v YSU 05-Jan-2022,1,21,37,2,20,12,13,3,21,7,11,6,15,19
ROBMOR v YSU 05-Jan-2022,2,9,31,10,25,16,20,18,31,10,5,1,26,17
N KY v ROBMOR 24-Feb-2022,1,21,38,10,25,6,8,17,22,15,6,4,12,15
N KY v ROBMOR 24-Feb-2022,2,20,40,6,14,6,10,8,15,11,4,4,9,7
IUPUI v ROBMOR 05-Feb-2022,1,14,45,4,14,9,12,14,20,14,7,4,10,15
IUPUI v ROBMOR 05-Feb-2022,2,14,29,7,18,17,20,8,29,11,2,6,12,14
WRIGHT v ROBMOR 01-Dec-2022,2,23,44,9,17,7,9,5,28,13,11,6,8,18
WRIGHT v ROBMOR 01-Dec-2022,1,16,37,6,16,9,13,4,19,10,4,0,12,12
ROBMOR v IPFW 29-Dec-2022,2,12,32,10,25,16,21,15,27,14,8,1,16,13
ROBMOR v IPFW 29-Dec-2022,1,17,31,10,28,11,16,8,24,20,8,6,9,16
ROBMOR v OAK 29-Jan-2023,2,18,35,5,19,12,18,7,24,7,7,0,9,12
ROBMOR v OAK 29-Jan-2023,1,19,33,7,25,9,9,8,27,19,6,4,13,16
C MICH v ROBMOR 07-Dec-2022,1,13,44,7,18,19,22,12,23,5,4,5,15,20
C MICH v ROBMOR 07-Dec-2022,2,18,38,8,18,11,18,10,33,18,3,3,19,20
RUTGER v WAKE 17-Dec-2022,1,25,34,6,19,13,19,8,24,18,14,4,16,14
RUTGER v WAKE 17-Dec-2022,2,9,24,11,26,6,9,8,17,9,6,1,22,18
RUTGER v MINN 01-Feb-2023,2,17,36,5,25,6,7,12,21,16,8,1,15,14
RUTGER v MINN 01-Feb-2023,1,27,42,10,20,6,9,6,28,30,10,2,10,13
PURDUE v RUTGER 20-Feb-2022,1,18,27,8,22,24,29,7,20,19,2,2,7,16
PURDUE v RUTGER 20-Feb-2022,2,22,38,5,15,13,17,8,17,16,4,0,11,24
WISC v RUTGER 12-Feb-2022,2,18,37,7,12,16,18,4,25,11,10,3,13,20
WISC v RUTGER 12-Feb-2022,1,22,36,4,19,9,17,8,20,13,8,0,11,18
RUTGER v N DAME 16-Mar-2022,2,31,53,6,19,9,16,9,23,17,6,2,5,8
RUTGER v N DAME 16-Mar-2022,1,25,44,11,27,4,6,13,31,22,1,6,13,15
RUTGER v CLEM 30-Nov-2021,2,19,41,4,18,14,19,10,29,13,3,3,9,22
RUTGER v CLEM 30-Nov-2021,1,19,41,7,19,15,26,12,28,15,4,1,7,16
OHIOST v RUTGER 08-Dec-2022,1,18,37,8,19,7,12,13,22,14,6,3,14,15
OHIOST v RUTGER 08-Dec-2022,2,23,37,5,17,5,8,6,21,14,7,4,13,19
RUTGER v UMASSL 12-Nov-2022,1,18,46,3,16,28,34,18,25,7,10,4,13,15
RUTGER v UMASSL 12-Nov-2022,2,23,46,4,18,7,11,14,28,12,7,8,16,25
IOWA v RUTGER 29-Jan-2023,1,14,36,12,24,29,34,11,24,14,7,6,12,14
IOWA v RUTGER 29-Jan-2023,2,27,50,6,15,10,14,12,26,23,6,5,18,25
RUTGER v MD 25-Jan-2022,2,12,28,12,25,8,14,8,29,12,1,4,10,11
RUTGER v MD 25-Jan-2022,1,14,40,8,24,8,10,14,25,17,6,5,7,16
RUTGER v MICHST 04-Feb-2023,2,16,37,4,21,11,14,13,31,9,4,5,14,23
RUTGER v MICHST 04-Feb-2023,1,15,32,3,16,22,34,8,26,9,8,3,11,16
RUTGER v SACHRT 10-Nov-2022,1,24,43,7,17,19,22,7,29,19,17,5,10,14
RUTGER v SACHRT 10-Nov-2022,2,16,34,5,19,3,8,6,25,12,5,4,25,17
RUTGER v IOWA 08-Jan-2023,2,13,29,12,27,14,19,12,26,17,7,6,15,14
RUTGER v IOWA 08-Jan-2023,1,19,45,5,18,12,15,14,22,10,10,4,12,16
RUTGER v NEB 08-Jan-2022,2,20,35,6,18,7,12,4,17,12,5,3,14,18
RUTGER v NEB 08-Jan-2022,1,25,42,10,18,13,14,9,28,23,9,1,13,17
RUTGER v WISC 26-Feb-2022,1,20,36,4,17,9,15,8,29,6,6,5,12,17
RUTGER v WISC 26-Feb-2022,2,14,34,9,20,11,17,6,24,9,8,1,9,17
RUTGER v LEHIGH 10-Nov-2021,2,22,41,5,16,11,17,6,37,14,4,1,22,23
RUTGER v LEHIGH 10-Nov-2021,1,26,59,1,13,18,25,13,28,14,14,6,11,14
RUTGER v BUCKNL 23-Dec-2022,2,11,33,7,25,7,10,7,27,10,3,0,15,13
RUTGER v BUCKNL 23-Dec-2022,1,30,52,3,15,16,18,7,36,20,9,7,3,15
RUTGER v IND 03-Dec-2022,2,11,31,6,25,8,14,9,24,9,5,5,14,20
RUTGER v IND 03-Dec-2022,1,16,39,6,21,13,19,17,30,11,7,5,13,18
S ALA v UALR 03-Mar-2022,1,18,33,4,13,23,30,9,18,9,8,4,12,18
S ALA v UALR 03-Mar-2022,2,9,23,14,24,15,16,7,22,17,4,2,11,24
S ALA v HAWAII 26-Nov-2021,2,12,21,11,26,12,20,8,25,18,1,0,20,17
S ALA v HAWAII 26-Nov-2021,1,23,40,5,15,11,14,3,21,6,12,4,10,22
S ALA v GA ST 13-Jan-2022,2,17,41,6,19,13,19,8,19,11,6,3,12,16
S ALA v GA ST 13-Jan-2022,1,18,32,8,22,14,18,9,32,14,3,5,19,16
S ALA v APP ST 11-Feb-2023,2,19,43,4,18,7,10,12,16,7,6,2,8,9
S ALA v APP ST 11-Feb-2023,1,24,37,5,12,11,11,4,27,11,5,5,11,12
S ALA v ULL 14-Jan-2023,1,24,39,9,20,1,5,3,20,15,10,2,11,18
S ALA v ULL 14-Jan-2023,2,25,40,6,14,11,17,7,25,15,6,3,15,10
TOWSON v S ALA 26-Nov-2022,2,16,32,7,26,7,10,6,24,14,4,1,11,15
TOWSON v S ALA 26-Nov-2022,1,20,43,4,11,10,18,9,30,15,5,3,14,10
ULL v S ALA 24-Feb-2023,2,20,43,4,13,12,21,6,21,5,4,3,8,18
ULL v S ALA 24-Feb-2023,1,25,39,2,16,18,28,12,28,9,5,6,9,14
S ALA v S MISS 16-Feb-2023,1,20,27,13,32,6,8,4,29,19,8,2,7,10
S ALA v S MISS 16-Feb-2023,2,17,35,4,17,8,12,5,23,7,4,1,14,11
S ALA v LA MON 18-Feb-2023,2,11,37,4,23,11,16,15,18,7,3,5,4,9
S ALA v LA MON 18-Feb-2023,1,19,31,13,26,4,5,7,31,14,4,8,5,15
FAU v S ALA 30-Nov-2022,1,24,40,10,16,6,10,8,30,17,7,2,15,8
FAU v S ALA 30-Nov-2022,2,19,37,6,20,3,6,4,16,9,12,2,14,9
ULL v S ALA 20-Jan-2022,2,20,39,8,19,13,16,6,21,18,6,5,8,21
ULL v S ALA 20-Jan-2022,1,17,36,6,22,18,23,16,26,10,4,2,15,16
S ALA v TX ST 07-Jan-2023,1,17,32,5,16,9,15,6,24,10,3,4,14,13
S ALA v TX ST 07-Jan-2023,2,23,50,2,8,12,16,11,23,7,9,0,8,16
S ALA v APP ST 06-Jan-2022,2,20,39,7,21,11,14,9,28,17,5,0,10,9
S ALA v APP ST 06-Jan-2022,1,20,42,7,24,3,6,11,27,11,2,9,10,15
S CAR v W KY 22-Dec-2022,1,13,36,9,28,12,25,17,34,10,2,2,10,22
S CAR v W KY 22-Dec-2022,2,17,33,3,22,15,25,5,26,4,5,6,8,18
MISS v S CAR 15-Feb-2022,1,19,38,7,24,15,19,13,24,13,6,2,18,16
MISS v S CAR 15-Feb-2022,2,24,44,6,20,11,18,13,25,16,12,1,15,17
S CAR v MISSST 31-Jan-2023,2,24,39,3,12,9,12,11,22,18,11,4,16,14
S CAR v MISSST 31-Jan-2023,1,10,29,8,24,7,14,13,14,8,8,1,18,15
TX A&M v S CAR 29-Jan-2022,2,16,37,9,19,15,22,13,24,17,6,7,14,19
TX A&M v S CAR 29-Jan-2022,1,17,39,5,25,14,23,20,21,10,8,3,13,23
S CAR v FLA 15-Jan-2022,2,20,27,7,22,10,15,8,27,17,8,11,15,10
S CAR v FLA 15-Jan-2022,1,18,53,8,22,3,5,21,17,10,10,3,9,15
UK v S CAR 10-Jan-2023,2,16,36,11,20,6,7,15,17,11,2,1,15,15
UK v S CAR 10-Jan-2023,1,26,47,3,10,7,14,14,14,9,6,6,6,11
S CAR v MISSST 23-Feb-2022,2,19,39,0,14,18,26,12,17,7,10,1,13,11
S CAR v MISSST 23-Feb-2022,1,19,36,6,21,10,11,15,23,14,6,7,18,17
S CAR v AUBURN 04-Jan-2022,2,23,42,6,14,17,23,9,25,14,9,7,16,15
S CAR v AUBURN 04-Jan-2022,1,14,34,10,24,8,13,11,21,16,6,3,20,20
FLA v S CAR 25-Jan-2023,1,24,39,7,27,12,17,6,30,21,10,9,5,16
FLA v S CAR 25-Jan-2023,2,17,46,5,14,11,19,12,33,8,5,4,15,16
S CAR v RIDER 28-Nov-2021,2,16,44,5,13,11,18,13,24,11,7,3,14,24
