FixtureKey,TipOff,GameType,IsNeutralSite,Attendance,Season,Team1Conference,Team2Conference
FSU v TROY 14-Nov-2022,20:00,RegularSeason,0,4973,2023,ACC,Sun Belt
FAU v TROY 22-Nov-2021,19:00,RegularSeason,0,988,2022,CUSA,Sun Belt
CO CAR v TROY 19-Feb-2022,16:00,RegularSeason,0,1349,2022,Sun Belt,Sun Belt
TROY v LA MON 21-Jan-2023,17:00,RegularSeason,0,3154,2023,Sun Belt,Sun Belt
TROY v ABILCH 20-Mar-2022,18:30,NIT,1,762,2022,Sun Belt,WAC
TROY v MERCER 21-Dec-2022,19:00,RegularSeason,0,2081,2023,Sun Belt,Southern
TROY v CO CAR 24-Feb-2023,19:30,RegularSeason,0,4232,2023,Sun Belt,Sun Belt
ARK v TROY 28-Nov-2022,20:00,RegularSeason,0,19200,2023,SEC,Sun Belt
TROY v UALR 05-Mar-2022,15:00,ConferenceChampionship,1,2313,2022,Sun Belt,Sun Belt
ULL v TROY 22-Jan-2022,20:00,RegularSeason,0,2741,2022,Sun Belt,Sun Belt
TROY v JMU 19-Jan-2023,19:00,RegularSeason,0,2953,2023,Sun Belt,Sun Belt
TROY v S ALA 29-Jan-2022,19:00,RegularSeason,0,4546,2022,Sun Belt,Sun Belt
S ALA v TROY 28-Jan-2023,16:00,RegularSeason,0,2779,2023,Sun Belt,Sun Belt
TROY v SE LA 05-Dec-2021,17:00,RegularSeason,0,1805,2022,Sun Belt,Southland
TULANE v TULSA 26-Jan-2022,21:00,RegularSeason,0,1345,2022,AAC,AAC
TEMPLE v TULANE 27-Feb-2022,15:00,RegularSeason,0,4915,2022,AAC,AAC
TULANE v USF 08-Jan-2022,16:00,RegularSeason,0,927,2022,AAC,AAC
WICHST v TULANE 12-Jan-2022,20:00,RegularSeason,0,8089,2022,AAC,AAC
TULANE v MCNEES 11-Nov-2022,19:00,RegularSeason,0,1363,2023,AAC,Southland
TULANE v MEM 29-Dec-2021,20:00,RegularSeason,0,1705,2022,AAC,AAC
USF v TULANE 18-Feb-2023,20:00,RegularSeason,0,7014,2023,AAC,AAC
USF v TULANE 15-Feb-2022,19:00,RegularSeason,0,2078,2022,AAC,AAC
TULANE v TULSA 04-Jan-2023,19:00,RegularSeason,0,973,2023,AAC,AAC
WICHST v TULANE 25-Jan-2023,21:00,RegularSeason,0,7003,2023,AAC,AAC
TULANE v SMU 01-Feb-2023,21:00,RegularSeason,0,1937,2023,AAC,AAC
TULANE v UCF 03-Mar-2022,20:00,RegularSeason,0,1569,2022,AAC,AAC
TULANE v LA MON 28-Nov-2022,19:00,RegularSeason,0,0,2023,AAC,Sun Belt
UCF v TULANE 22-Jan-2022,14:00,RegularSeason,0,4508,2022,AAC,AAC
TEMPLE v TULSA 19-Feb-2023,14:00,RegularSeason,0,6937,2023,AAC,AAC
OKLAST v TULSA 25-Nov-2022,20:00,RegularSeason,0,9856,2023,Big 12,AAC
TULSA v SIU 11-Dec-2021,14:00,RegularSeason,0,2388,2022,AAC,MVC
TULSA v UALR 26-Nov-2021,20:00,RegularSeason,0,2687,2022,AAC,Sun Belt
HOU v TULSA 08-Feb-2023,20:00,RegularSeason,0,7369,2023,AAC,AAC
TULSA v USF 29-Jan-2022,20:00,RegularSeason,0,3012,2022,AAC,AAC
LMU v TULSA 21-Dec-2022,22:00,RegularSeason,0,652,2023,WCC,AAC
WICHST v TULSA 14-Jan-2023,16:00,RegularSeason,0,7157,2023,AAC,AAC
TULSA v LOYCHI 17-Nov-2022,21:30,RegularSeason,1,1143,2023,AAC,A-10
TULSA v HOU 15-Jan-2022,20:00,RegularSeason,0,3349,2022,AAC,AAC
URI v TULSA 20-Nov-2021,19:30,RegularSeason,1,1357,2022,A-10,AAC
USF v TULSA 19-Feb-2022,12:00,RegularSeason,0,2085,2022,AAC,AAC
TULSA v WICHST 05-Feb-2023,15:00,RegularSeason,0,3754,2023,AAC,AAC
TULSA v E CAR 21-Feb-2023,20:00,RegularSeason,0,3002,2023,AAC,AAC
TULSA v SMU 18-Jan-2023,20:00,RegularSeason,0,3047,2023,AAC,AAC
TEMPLE v TULSA 05-Feb-2022,14:00,RegularSeason,0,5045,2022,AAC,AAC
E CAR v TULSA 24-Jan-2023,19:00,RegularSeason,0,3886,2023,AAC,AAC
VANDY v TX A&M 19-Feb-2022,18:00,RegularSeason,0,6702,2022,SEC,SEC
WISC v TX A&M 22-Nov-2021,14:00,RegularSeason,1,0,2022,Big Ten,SEC
UK v TX A&M 21-Jan-2023,14:00,RegularSeason,0,20017,2023,SEC,SEC
TX A&M v ORE ST 11-Dec-2022,18:00,RegularSeason,0,7044,2023,SEC,Pac-12
TX A&M v OREGN 19-Mar-2022,11:00,NIT,0,6498,2022,SEC,Pac-12
TX A&M v MIZZOU 05-Feb-2022,16:00,RegularSeason,0,8013,2022,SEC,SEC
TX A&M v TAMUCC 14-Nov-2021,15:00,RegularSeason,0,4696,2022,SEC,Southland
TX A&M v UK 19-Jan-2022,20:30,RegularSeason,0,14036,2022,SEC,SEC
TX A&M v WASHST 29-Mar-2022,21:30,NIT,1,8506,2022,SEC,Pac-12
ARK v TX A&M 12-Mar-2022,13:00,ConferenceChampionship,1,0,2022,SEC,SEC
LOYCHI v TX A&M 20-Nov-2022,16:30,RegularSeason,1,1267,2023,A-10,SEC
ORE ST v TX A&M 18-Dec-2021,20:00,RegularSeason,0,3015,2022,Pac-12,SEC
TX A&M v UGA 22-Feb-2022,19:00,RegularSeason,0,5587,2022,SEC,SEC
TX A&M v UNO 30-Nov-2021,19:00,RegularSeason,0,4958,2022,SEC,Southland
TX A&M v FLA 15-Feb-2022,19:00,RegularSeason,0,6349,2022,SEC,SEC
TX A&M v MIZZOU 11-Jan-2023,20:30,RegularSeason,0,6916,2023,SEC,SEC
TX A&M v TCU 11-Dec-2021,18:30,RegularSeason,1,0,2022,SEC,Big 12
MIZZOU v TX A&M 15-Jan-2022,15:30,RegularSeason,0,7989,2022,SEC,SEC
TX ARL v NEVADA 18-Nov-2022,20:00,RegularSeason,0,1475,2023,WAC,MWC
TX ARL v TARLET 06-Feb-2023,17:00,RegularSeason,0,423,2023,WAC,WAC
DREXEL v TX ARL 21-Nov-2022,17:25,RegularSeason,1,654,2023,CAA,WAC
TX ARL v LAMAR 11-Dec-2021,15:00,RegularSeason,0,1306,2022,Sun Belt,WAC
UALR v TX ARL 22-Jan-2022,15:00,RegularSeason,0,1910,2022,Sun Belt,Sun Belt
NM ST v TX ARL 14-Jan-2023,21:00,RegularSeason,0,4864,2023,WAC,WAC
UCSB v TX ARL 29-Nov-2021,21:00,RegularSeason,0,483,2022,Big West,Sun Belt
ULL v TX ARL 12-Feb-2022,15:00,RegularSeason,0,2591,2022,Sun Belt,Sun Belt
TX ARL v N KY 22-Nov-2022,13:30,RegularSeason,1,243,2023,WAC,Horizon
TX ARL v SFA 31-Dec-2022,14:00,RegularSeason,0,1419,2023,WAC,WAC
TX ARL v S ALA 30-Dec-2021,20:00,RegularSeason,0,1200,2022,Sun Belt,Sun Belt
ABILCH v TX ARL 21-Jan-2023,19:00,RegularSeason,0,2005,2023,WAC,WAC
ARK ST v TX ARL 20-Jan-2022,20:00,RegularSeason,0,1161,2022,Sun Belt,Sun Belt
ULL v TX ARL 03-Mar-2022,12:30,ConferenceChampionship,1,437,2022,Sun Belt,Sun Belt
TX ST v TX ARL 29-Jan-2022,17:00,RegularSeason,0,3587,2022,Sun Belt,Sun Belt
TX ARL v ARK ST 19-Feb-2022,15:00,RegularSeason,0,1912,2022,Sun Belt,Sun Belt
TX SOU v ARK PB 20-Feb-2023,20:30,RegularSeason,0,2031,2023,SWAC,SWAC
WICHST v TX SOU 22-Dec-2022,20:00,RegularSeason,0,6468,2023,AAC,SWAC
TX SOU v ALA ST 24-Jan-2022,20:30,RegularSeason,0,2163,2022,SWAC,SWAC
LATECH v TX SOU 01-Dec-2021,19:30,RegularSeason,0,2286,2022,CUSA,SWAC
TX SOU v JACKST 09-Mar-2022,15:00,ConferenceChampionship,1,266,2022,SWAC,SWAC
KANSAS v TX SOU 17-Mar-2022,21:43,MarchMadness,1,10560,2022,Big 12,SWAC
S FRAN v TX SOU 07-Nov-2022,22:00,RegularSeason,0,1730,2023,WCC,SWAC
OREGN v TX SOU 09-Nov-2021,19:00,RegularSeason,0,7037,2022,Pac-12,SWAC
TX SOU v SOUTHR 02-Jan-2023,20:30,RegularSeason,0,2741,2023,SWAC,SWAC
AUBURN v TX SOU 18-Nov-2022,20:00,RegularSeason,0,9121,2023,SEC,SWAC
TX SOU v PV A&M 28-Jan-2023,18:30,RegularSeason,0,7371,2023,SWAC,SWAC
HOU v TX SOU 16-Nov-2022,20:00,RegularSeason,0,7322,2023,AAC,SWAC
MS VAL v TX SOU 19-Feb-2022,17:00,RegularSeason,0,2232,2022,SWAC,SWAC
GRAMB v TX SOU 05-Jan-2022,20:30,RegularSeason,0,486,2022,SWAC,SWAC
UTRGV v TX SOU 14-Dec-2021,20:30,RegularSeason,0,1189,2022,WAC,SWAC
TX SOU v TAMUCC 15-Mar-2022,17:40,MarchMadness,1,0,2022,SWAC,Southland
ALCORN v TX SOU 15-Jan-2022,16:00,RegularSeason,0,312,2022,SWAC,SWAC
TX SOU v BECOOK 06-Feb-2023,21:00,RegularSeason,0,2912,2023,SWAC,SWAC
ARK PB v TX SOU 21-Feb-2022,20:30,RegularSeason,0,2312,2022,SWAC,SWAC
JACKST v TX SOU 17-Jan-2022,18:00,RegularSeason,0,500,2022,SWAC,SWAC
ALA ST v TX SOU 23-Jan-2023,20:45,RegularSeason,0,1022,2023,SWAC,SWAC
RICE v TX ST 30-Nov-2021,20:00,RegularSeason,0,1365,2022,CUSA,Sun Belt
TX ST v ODU 11-Feb-2023,17:00,RegularSeason,0,2518,2023,Sun Belt,Sun Belt
UTSA v TX ST 17-Nov-2022,20:00,RegularSeason,0,1587,2023,CUSA,Sun Belt
TX ST v ULL 05-Mar-2022,12:30,ConferenceChampionship,1,2167,2022,Sun Belt,Sun Belt
HAWAII v TX ST 26-Nov-2022,23:59,RegularSeason,1,3428,2023,Big West,Sun Belt
TX ST v TROY 30-Dec-2021,20:00,RegularSeason,0,1122,2022,Sun Belt,Sun Belt
S UTAH v TX ST 25-Nov-2022,23:00,RegularSeason,1,828,2023,WAC,Sun Belt
DIXST v TX ST 19-Nov-2021,14:00,RegularSeason,1,75,2022,WAC,Sun Belt
VANDY v TX ST 14-Nov-2021,20:00,RegularSeason,0,5642,2022,SEC,Sun Belt
TX ST v ULL 15-Jan-2022,17:00,RegularSeason,0,1163,2022,Sun Belt,Sun Belt
E WASH v TX ST 20-Nov-2021,23:00,RegularSeason,1,124,2022,Big Sky,Sun Belt
S ALA v TX ST 23-Feb-2022,20:00,RegularSeason,0,1847,2022,Sun Belt,Sun Belt
CO CAR v TX ST 18-Feb-2023,14:00,RegularSeason,0,1410,2023,Sun Belt,Sun Belt
TXTECH v HOUBAP 21-Dec-2022,14:00,RegularSeason,0,10025,2023,Big 12,Southland
TXTECH v WVU 22-Jan-2022,12:00,RegularSeason,0,14556,2022,Big 12,Big 12
TXTECH v OKLA 07-Jan-2023,19:00,RegularSeason,0,14082,2023,Big 12,Big 12
OKLAST v TXTECH 05-Mar-2022,15:00,RegularSeason,0,10184,2022,Big 12,Big 12
TXTECH v GRAMB 12-Nov-2021,20:00,RegularSeason,0,14171,2022,Big 12,SWAC
TXTECH v NICHST 07-Dec-2022,20:00,RegularSeason,0,12682,2023,Big 12,Southland
TXTECH v ARK ST 14-Dec-2021,20:00,RegularSeason,0,12431,2022,Big 12,Sun Belt
TXTECH v NO FLA 09-Nov-2021,20:00,RegularSeason,0,14245,2022,Big 12,A-Sun
TXTECH v TCU 12-Feb-2022,16:00,RegularSeason,0,14810,2022,Big 12,Big 12
WVU v TXTECH 18-Feb-2023,12:00,RegularSeason,0,13940,2023,Big 12,Big 12
LSU v TXTECH 28-Jan-2023,14:00,RegularSeason,0,9939,2023,SEC,Big 12
BAYLOR v TXTECH 04-Feb-2023,13:00,RegularSeason,0,10343,2023,Big 12,Big 12
TXTECH v E WASH 22-Dec-2021,14:00,RegularSeason,0,12133,2022,Big 12,Big Sky
TEXAS v TXTECH 14-Jan-2023,20:00,RegularSeason,0,11313,2023,Big 12,Big 12
INCWRD v TXTECH 20-Nov-2021,17:00,RegularSeason,1,1340,2022,Southland,Big 12
UAB v S FRAN 26-Nov-2021,23:30,RegularSeason,1,0,2022,CUSA,WCC
MIDTEN v UAB 11-Mar-2022,15:00,ConferenceChampionship,1,0,2022,CUSA,CUSA
UAB v UTEP 30-Dec-2021,19:30,RegularSeason,0,2795,2022,CUSA,CUSA
UAB v UTEP 29-Dec-2022,19:30,RegularSeason,0,3747,2023,CUSA,CUSA
UAB v WVU 18-Dec-2021,17:00,RegularSeason,0,8427,2022,CUSA,Big 12
FAU v UAB 05-Jan-2023,19:00,RegularSeason,0,2561,2023,CUSA,CUSA
UAB v RICE 17-Feb-2022,20:00,RegularSeason,0,2643,2022,CUSA,CUSA
UTEP v UAB 16-Feb-2023,21:00,RegularSeason,0,3619,2023,CUSA,CUSA
UAB v FAU 02-Feb-2023,19:00,RegularSeason,0,5028,2023,CUSA,CUSA
TOLEDO v UAB 11-Nov-2022,17:00,RegularSeason,1,0,2023,MAC,CUSA
UAB v FIU 13-Jan-2022,19:30,RegularSeason,0,2995,2022,CUSA,CUSA
UAB v S ALA 04-Dec-2022,14:00,RegularSeason,0,3833,2023,CUSA,Sun Belt
LATECH v UAB 22-Jan-2022,16:00,RegularSeason,0,4071,2022,CUSA,CUSA
NO TEX v UAB 09-Feb-2023,20:00,RegularSeason,0,3873,2023,CUSA,CUSA
UAB v UTSA 31-Dec-2022,16:00,RegularSeason,0,3326,2023,CUSA,CUSA
UAB v LATECH 26-Jan-2023,21:00,RegularSeason,0,4015,2023,CUSA,CUSA
LA MON v UALR 06-Jan-2022,19:30,RegularSeason,0,1869,2022,Sun Belt,Sun Belt
S ALA v UALR 10-Feb-2022,20:00,RegularSeason,0,1727,2022,Sun Belt,Sun Belt
E ILL v UALR 14-Jan-2023,16:30,RegularSeason,0,1363,2023,OVC,OVC
UALR v E ILL 18-Feb-2023,16:30,RegularSeason,0,3001,2023,OVC,OVC
TX ST v UALR 19-Feb-2022,17:00,RegularSeason,0,2510,2022,Sun Belt,Sun Belt
SEMO v UALR 02-Feb-2023,20:00,RegularSeason,0,1290,2023,OVC,OVC
UALR v TNTECH 19-Jan-2023,20:30,RegularSeason,0,2509,2023,OVC,OVC
CO CAR v UALR 27-Jan-2022,19:00,RegularSeason,0,1122,2022,Sun Belt,Sun Belt
ARK v UALR 04-Dec-2021,16:00,RegularSeason,0,19200,2022,SEC,Sun Belt
UALR v TX ST 20-Jan-2022,19:30,RegularSeason,0,1979,2022,Sun Belt,Sun Belt
ETSU v UALR 17-Nov-2022,19:00,RegularSeason,0,2814,2023,Southern,OVC
UC DAV v SAC ST 22-Nov-2022,22:30,RegularSeason,1,1480,2023,Big West,Big Sky
UC DAV v UCSD 08-Jan-2022,20:00,RegularSeason,0,0,2022,Big West,Big West
SAC ST v UC DAV 23-Nov-2021,22:30,RegularSeason,0,1507,2022,Big Sky,Big West
UC DAV v UC RIV 19-Jan-2023,20:00,RegularSeason,0,1307,2023,Big West,Big West
UC IRV v UC DAV 18-Feb-2023,16:00,RegularSeason,0,1812,2023,Big West,Big West
UC RIV v UC DAV 09-Feb-2023,21:00,RegularSeason,0,629,2023,Big West,Big West
UC DAV v CSFULL 14-Jan-2023,17:00,RegularSeason,0,1247,2023,Big West,Big West
CSUBAK v UC DAV 26-Jan-2023,22:00,RegularSeason,0,1593,2023,Big West,Big West
UC DAV v PORT 22-Dec-2021,17:00,RegularSeason,0,574,2022,Big West,WCC
BU v UC DAV 28-Nov-2022,14:00,RegularSeason,1,0,2023,Patriot,Big West
UC DAV v CSUBAK 19-Feb-2022,20:00,RegularSeason,0,1004,2022,Big West,Big West
UC DAV v UC IRV 05-Jan-2023,21:00,RegularSeason,0,749,2023,Big West,Big West
CAL v UC DAV 07-Nov-2022,23:00,RegularSeason,0,3128,2023,Pac-12,Big West
UCSD v UC IRV 15-Feb-2022,22:00,RegularSeason,0,1753,2022,Big West,Big West
UC IRV v CSFULL 20-Jan-2022,22:00,RegularSeason,0,931,2022,Big West,Big West
UC IRV v NICHST 25-Nov-2022,19:00,RegularSeason,1,0,2023,Big West,Southland
UC IRV v CSUN 28-Jan-2023,21:00,RegularSeason,0,2649,2023,Big West,Big West
USC v UC IRV 15-Dec-2021,21:00,RegularSeason,0,3253,2022,Pac-12,Big West
FRESNO v UC IRV 11-Dec-2021,19:00,RegularSeason,0,4501,2022,MWC,Big West
UC IRV v CALPLY 29-Jan-2022,21:00,RegularSeason,0,1532,2022,Big West,Big West
LBSU v UC IRV 22-Jan-2022,16:00,RegularSeason,0,982,2022,Big West,Big West
UCSB v UC IRV 15-Feb-2023,22:00,RegularSeason,0,2175,2023,Big West,Big West
OREGN v UC IRV 11-Nov-2022,23:00,RegularSeason,0,6454,2023,Pac-12,Big West
UC IRV v PEPPER 20-Nov-2021,21:00,RegularSeason,0,1641,2022,Big West,WCC
UC IRV v UC RIV 11-Feb-2023,22:30,RegularSeason,0,4862,2023,Big West,Big West
SDSU v UC IRV 29-Nov-2022,22:00,RegularSeason,0,12414,2023,MWC,Big West
UC RIV v CSUBAK 17-Feb-2022,22:00,RegularSeason,0,635,2022,Big West,Big West
UCSD v UC RIV 11-Jan-2023,22:00,RegularSeason,0,1813,2023,Big West,Big West
UC RIV v ABILCH 23-Nov-2022,18:30,RegularSeason,1,0,2023,Big West,WAC
CREIGH v UC RIV 17-Nov-2022,20:30,RegularSeason,0,16456,2023,Big East,Big West
UC RIV v FL A&M 26-Nov-2021,17:00,RegularSeason,0,212,2022,Big West,SWAC
UC RIV v LBSU 15-Feb-2023,22:00,RegularSeason,0,1274,2023,Big West,Big West
LMU v UC RIV 10-Nov-2022,22:00,RegularSeason,0,1022,2023,WCC,Big West
UC RIV v UC DAV 01-Feb-2022,22:00,RegularSeason,0,415,2022,Big West,Big West
UC RIV v USD 20-Dec-2022,22:00,RegularSeason,0,307,2023,Big West,WCC
SDSU v UC RIV 09-Nov-2021,22:00,RegularSeason,0,11729,2022,MWC,Big West
USD v UC RIV 17-Nov-2021,22:30,RegularSeason,0,958,2022,WCC,Big West
UC RIV v UCSB 18-Feb-2023,20:00,RegularSeason,0,746,2023,Big West,Big West
UCSD v UC RIV 12-Feb-2022,16:00,RegularSeason,0,724,2022,Big West,Big West
CSUN v UC RIV 22-Jan-2022,22:00,RegularSeason,0,0,2022,Big West,Big West
UC RIV v UCSD 06-Jan-2022,22:00,RegularSeason,0,0,2022,Big West,Big West
UCSB v UC RIV 14-Jan-2023,22:00,RegularSeason,0,3384,2023,Big West,Big West
UC IRV v UC RIV 10-Feb-2022,22:00,RegularSeason,0,1364,2022,Big West,Big West
TULANE v UCF 14-Jan-2023,14:00,RegularSeason,0,1634,2023,AAC,AAC
MEM v UCF 11-Mar-2022,21:00,ConferenceChampionship,1,0,2022,AAC,AAC
UCF v TULSA 11-Feb-2023,19:00,RegularSeason,0,6731,2023,AAC,AAC
UCF v HOU 29-Jan-2022,20:00,RegularSeason,0,8142,2022,AAC,AAC
HOU v UCF 17-Feb-2022,21:00,RegularSeason,0,6957,2022,AAC,AAC
TULSA v UCF 06-Mar-2022,14:00,RegularSeason,0,3587,2022,AAC,AAC
MEM v UCF 16-Feb-2023,20:00,RegularSeason,0,10150,2023,AAC,AAC
UCF v USF 22-Feb-2023,19:00,RegularSeason,0,6736,2023,AAC,AAC
UCF v CINCY 23-Feb-2022,21:00,RegularSeason,0,5102,2022,AAC,AAC
CINCY v UCF 04-Feb-2023,12:00,RegularSeason,0,10351,2023,AAC,AAC
OKLAST v UCF 18-Nov-2022,19:00,RegularSeason,1,0,2023,Big 12,AAC
EVANS v UCF 20-Nov-2021,14:00,RegularSeason,0,3233,2022,MVC,AAC
UCF v OKLA 27-Nov-2021,14:00,RegularSeason,0,4198,2022,AAC,Big 12
UCF v MIAMI 27-Nov-2022,17:00,RegularSeason,0,5354,2023,AAC,ACC
WICHST v UCF 08-Feb-2023,20:00,RegularSeason,0,6929,2023,AAC,AAC
UCF v MEM 11-Jan-2023,19:00,RegularSeason,0,6812,2023,AAC,AAC
AUBURN v UCF 01-Dec-2021,20:00,RegularSeason,0,9121,2022,SEC,AAC
UTAH v UCLA 20-Jan-2022,23:00,RegularSeason,0,7785,2022,Pac-12,Pac-12
USC v UCLA 26-Jan-2023,21:00,RegularSeason,0,9605,2023,Pac-12,Pac-12
MD v UCLA 14-Dec-2022,21:00,RegularSeason,0,16625,2023,Big Ten,Pac-12
UCLA v UNC 25-Mar-2022,20:58,MarchMadness,1,20136,2022,Pac-12,ACC
UCLA v LBSU 06-Jan-2022,19:30,RegularSeason,0,236,2022,Pac-12,Big West
UCLA v SAC ST 07-Nov-2022,23:30,RegularSeason,0,6096,2023,Pac-12,Big Sky
UCLA v UTAH 12-Jan-2023,23:00,RegularSeason,0,11771,2023,Pac-12,Pac-12
UCLA v STAN 29-Jan-2022,21:30,RegularSeason,0,10283,2022,Pac-12,Pac-12
UCLA v WASHST 10-Mar-2022,21:00,ConferenceChampionship,1,0,2022,Pac-12,Pac-12
UTAH v UCLA 23-Feb-2023,23:00,RegularSeason,0,8497,2023,Pac-12,Pac-12
UCLA v OREGN 04-Dec-2022,17:00,RegularSeason,0,8093,2023,Pac-12,Pac-12
UCLA v WASHST 04-Feb-2023,19:00,RegularSeason,0,10117,2023,Pac-12,Pac-12
UCLA v COLO 14-Jan-2023,20:00,RegularSeason,0,8106,2023,Pac-12,Pac-12
WASHST v UCLA 30-Dec-2022,23:00,RegularSeason,0,3238,2023,Pac-12,Pac-12
WASH v UCLA 28-Feb-2022,23:00,RegularSeason,0,6248,2022,Pac-12,Pac-12
COLO v UCLA 22-Jan-2022,21:00,RegularSeason,0,8774,2022,Pac-12,Pac-12
UCLA v UC DAV 21-Dec-2022,17:00,RegularSeason,0,7421,2023,Pac-12,Big West
UCLA v USC 11-Mar-2022,23:30,ConferenceChampionship,1,14158,2022,Pac-12,Pac-12
UCONN v STONEH 07-Nov-2022,19:30,RegularSeason,0,9116,2023,Big East,NEC
MARQ v UCONN 21-Dec-2021,21:00,RegularSeason,0,12569,2022,Big East,Big East
UCONN v MARQ 07-Feb-2023,18:30,RegularSeason,0,15564,2023,Big East,Big East
UCONN v NOVA 22-Feb-2022,20:00,RegularSeason,0,15564,2022,Big East,Big East
DEPAUL v UCONN 29-Jan-2022,18:30,RegularSeason,0,4376,2022,Big East,Big East
UCONN v GRAMB 04-Dec-2021,16:00,RegularSeason,0,9159,2022,Big East,SWAC
UCONN v GTOWN 20-Dec-2022,18:30,RegularSeason,0,10167,2023,Big East,Big East
NOVA v UCONN 05-Feb-2022,12:00,RegularSeason,0,19786,2022,Big East,Big East
UCONN v DEL ST 20-Nov-2022,17:00,RegularSeason,0,9442,2023,Big East,MEAC
UCONN v COPPIN 13-Nov-2021,12:00,RegularSeason,0,9690,2022,Big East,MEAC
MICHST v UCONN 25-Nov-2021,12:00,RegularSeason,1,1173,2022,Big Ten,Big East
CREIGH v UCONN 11-Feb-2023,14:00,RegularSeason,0,18266,2023,Big East,Big East
UCONN v OKLAST 01-Dec-2022,18:30,RegularSeason,0,10167,2023,Big East,Big 12
BUTLER v UCONN 17-Dec-2022,19:00,RegularSeason,0,8283,2023,Big East,Big East
UCONN v SETON 16-Feb-2022,20:30,RegularSeason,0,10167,2022,Big East,Big East
UCONN v PROV 18-Dec-2021,17:00,RegularSeason,0,15564,2022,Big East,Big East
UCONN v BUFF 15-Nov-2022,19:00,RegularSeason,0,10112,2023,Big East,MAC
UCSB v ID ST 22-Dec-2021,16:00,RegularSeason,0,526,2022,Big West,Big Sky
UC IRV v UCSB 16-Jan-2023,21:00,RegularSeason,0,3123,2023,Big West,Big West
CALPLY v UCSB 07-Jan-2023,16:00,RegularSeason,0,1882,2023,Big West,Big West
UCSB v FL A&M 19-Dec-2021,22:00,RegularSeason,0,0,2022,Big West,SWAC
STMARY v UCSB 11-Dec-2021,18:00,RegularSeason,0,3019,2022,WCC,Big West
UCSB v UC DAV 11-Feb-2023,22:00,RegularSeason,0,2341,2023,Big West,Big West
UC RIV v UCSB 26-Feb-2022,20:00,RegularSeason,0,1004,2022,Big West,Big West
WASHST v UCSB 15-Nov-2021,23:00,RegularSeason,0,2928,2022,Pac-12,Big West
G WASH v UCSD 22-Nov-2022,19:00,RegularSeason,0,841,2023,A-10,Big West
CSFULL v UCSD 22-Jan-2022,21:00,RegularSeason,0,389,2022,Big West,Big West
UCSD v G WASH 13-Nov-2021,22:00,RegularSeason,0,0,2022,Big West,A-10
UCSD v HAWAII 17-Feb-2022,22:00,RegularSeason,0,831,2022,Big West,Big West
UC RIV v UCSD 28-Jan-2023,16:00,RegularSeason,0,359,2023,Big West,Big West
UCSD v CSUN 01-Jan-2022,22:00,RegularSeason,0,0,2022,Big West,Big West
LBSU v UCSD 24-Feb-2022,22:00,RegularSeason,0,1284,2022,Big West,Big West
USD v UCSD 12-Dec-2022,22:00,RegularSeason,0,934,2023,WCC,Big West
SDSU v UCSD 22-Dec-2021,21:00,RegularSeason,0,10912,2022,MWC,Big West
NEVADA v UCSD 14-Dec-2022,22:00,RegularSeason,0,6693,2023,MWC,Big West
UCSD v HAWAII 05-Jan-2023,22:00,RegularSeason,0,976,2023,Big West,Big West
UCSD v UC DAV 16-Jan-2023,18:00,RegularSeason,0,1284,2023,Big West,Big West
UCSD v UC IRV 02-Feb-2023,22:00,RegularSeason,0,2812,2023,Big West,Big West
CSUBAK v UCSD 03-Mar-2022,22:00,RegularSeason,0,1207,2022,Big West,Big West
S CAR v UGA 22-Jan-2022,15:30,RegularSeason,0,10478,2022,SEC,SEC
MISSST v UGA 12-Jan-2022,19:00,RegularSeason,0,5973,2022,SEC,SEC
UGA v MISSST 11-Jan-2023,18:30,RegularSeason,0,7741,2023,SEC,SEC
UGA v S CAR 12-Feb-2022,14:00,RegularSeason,0,6806,2022,SEC,SEC
TENN v UGA 25-Jan-2023,19:00,RegularSeason,0,19802,2023,SEC,SEC
WAKE v UGA 11-Nov-2022,20:30,RegularSeason,0,7114,2023,ACC,SEC
UGA v MEM 01-Dec-2021,19:15,RegularSeason,0,7147,2022,SEC,AAC
TX A&M v UGA 04-Feb-2023,20:30,RegularSeason,0,12640,2023,SEC,SEC
UGA v HAMPTN 30-Nov-2022,19:00,RegularSeason,0,5911,2023,SEC,CAA
VANDY v UGA 09-Mar-2022,20:25,ConferenceChampionship,1,7121,2022,SEC,SEC
UGA v CHAT 21-Dec-2022,15:00,RegularSeason,0,7918,2023,SEC,Southern
ALA v UGA 18-Feb-2023,18:00,RegularSeason,0,13474,2023,SEC,SEC
UGA v FIU 09-Nov-2021,19:00,RegularSeason,0,6023,2022,SEC,CUSA
CINCY v UGA 13-Nov-2021,19:00,RegularSeason,0,10672,2022,AAC,SEC
UGA v N DAME 18-Dec-2022,17:30,RegularSeason,1,3087,2023,SEC,ACC
UGA v LSU 14-Feb-2023,20:30,RegularSeason,0,6991,2023,SEC,SEC
UIC v VALPO 19-Feb-2023,15:00,RegularSeason,0,1805,2023,MVC,MVC
YSU v UIC 17-Feb-2022,19:00,RegularSeason,0,1823,2022,Horizon,Horizon
STONEH v UIC 21-Nov-2022,16:00,RegularSeason,1,0,2023,NEC,MVC
W MICH v UIC 10-Dec-2022,14:30,RegularSeason,0,1682,2023,MAC,MVC
UIC v MILWKE 26-Feb-2022,20:00,RegularSeason,0,3165,2022,Horizon,Horizon
